Time,GeoType,GeoID,GeoRank,Geography,10th percentile mcg/m3,90th percentile mcg/m3,Mean mcg/m3
Winter 2017-18,UHF42,308,4,Greenwich Village - SoHo,9.57,10.64,10.23
Winter 2017-18,UHF42,309,4,Union Square - Lower East Side,8.66,10.75,9.55
Winter 2017-18,UHF42,310,4,Lower Manhattan,10,10.84,10.41
Winter 2017-18,UHF42,401,4,Long Island City - Astoria,8.22,10.88,9.27
Winter 2017-18,UHF42,402,4,West Queens,7.74,10.46,8.67
Winter 2017-18,UHF42,403,4,Flushing - Clearview,7.49,8.86,7.94
Winter 2017-18,UHF42,404,4,Bayside - Little Neck,7.43,7.77,7.57
Winter 2017-18,UHF42,405,4,Ridgewood - Forest Hills,7.68,8.49,8.11
Winter 2017-18,UHF42,406,4,Fresh Meadows,7.45,7.74,7.6
Winter 2017-18,UHF42,407,4,Southwest Queens,7.31,7.97,7.62
Winter 2017-18,UHF42,408,4,Jamaica,7.39,8.16,7.71
Winter 2017-18,UHF42,409,4,Southeast Queens,7.22,7.64,7.46
Winter 2017-18,UHF42,410,4,Rockaways,6.91,7.12,7
Winter 2017-18,UHF42,501,4,Port Richmond,7.74,8.82,8.19
Winter 2017-18,UHF42,502,4,Stapleton - St. George,7.55,8.07,7.81
Winter 2017-18,UHF42,503,4,Willowbrook,7.46,9.2,8.01
Winter 2017-18,UHF42,504,4,South Beach - Tottenville,7.34,7.7,7.57
Winter 2017-18,UHF34,101,3,Kingsbridge - Riverdale,7.67,8.54,8
Winter 2017-18,UHF34,102,3,Northeast Bronx,7.89,8.49,8.13
Winter 2017-18,UHF34,103,3,Fordham - Bronx Park,7.95,8.55,8.22
Winter 2017-18,UHF34,104,3,Pelham - Throgs Neck,7.59,8.56,8.06
Winter 2017-18,UHF34,201,3,Greenpoint,9.37,10.89,10.07
Winter 2017-18,UHF34,202,3,Downtown - Heights - Slope,8.81,10.04,9.38
Winter 2017-18,UHF34,203,3,Bedford Stuyvesant - Crown Heights,8.26,9.03,8.61
Winter 2017-18,UHF34,204,3,East New York,7.72,8.73,8.23
Winter 2017-18,UHF34,205,3,Sunset Park,8.3,10.27,9.25
Winter 2017-18,UHF34,206,3,Borough Park,8.14,8.64,8.4
Winter 2017-18,UHF34,207,3,East Flatbush - Flatbush,8.08,8.66,8.39
Winter 2017-18,UHF34,208,3,Canarsie - Flatlands,7.36,8.76,7.9
Winter 2017-18,UHF34,209,3,Bensonhurst - Bay Ridge,7.87,8.37,8.1
Winter 2017-18,UHF34,210,3,Coney Island - Sheepshead Bay,7.53,8.05,7.81
Winter 2017-18,UHF34,211,3,Williamsburg - Bushwick,8.29,11.41,9.42
Winter 2017-18,UHF34,301,3,Washington Heights - Inwood,7.87,8.92,8.29
Winter 2017-18,UHF34,302,3,Central Harlem - Morningside Heights,8.21,8.82,8.44
Winter 2017-18,UHF34,303,3,East Harlem,8.08,8.77,8.36
Winter 2017-18,UHF34,304,3,Upper West Side,8.92,9.57,9.21
Winter 2017-18,UHF34,401,3,Long Island City - Astoria,8.22,10.88,9.27
Winter 2017-18,UHF34,402,3,West Queens,7.74,10.46,8.67
Winter 2017-18,UHF34,403,3,Flushing - Clearview,7.49,8.87,7.94
Winter 2017-18,UHF34,405,3,Ridgewood - Forest Hills,7.68,8.49,8.11
Winter 2017-18,UHF34,407,3,Southwest Queens,7.31,7.97,7.62
Winter 2017-18,UHF34,408,3,Jamaica,7.39,8.16,7.71
Winter 2017-18,UHF34,409,3,Southeast Queens,7.22,7.64,7.46
Winter 2017-18,UHF34,410,3,Rockaway,6.91,7.12,7
Winter 2017-18,UHF34,305307,3,Upper East Side - Gramercy,9.18,12.49,10.57
Winter 2017-18,UHF34,306308,3,Chelsea - Village,9.53,12.86,10.88
Winter 2017-18,UHF34,309310,3,"Union Square, Lower Manhattan",8.7,10.81,9.82
Winter 2017-18,UHF34,404406,3,Bayside - Meadows,7.44,7.77,7.58
Winter 2017-18,UHF34,501502,3,Northern SI,7.59,8.27,7.94
Winter 2017-18,UHF34,503504,3,Southern SI,7.36,8.22,7.73
Winter 2017-18,UHF34,105106107,3,South Bronx,8.07,9.5,8.65
Winter 2017-18,Borough,1,1,Bronx,7.72,8.82,8.28
Winter 2017-18,Borough,2,1,Brooklyn,7.66,9.7,8.53
Winter 2017-18,Borough,3,1,Manhattan,8.19,11.53,9.6
Winter 2017-18,Borough,4,1,Queens,7.25,8.63,7.88
Winter 2017-18,Borough,5,1,Staten Island,7.38,8.26,7.79
Winter 2017-18,Citywide,1,0,New York City,7.4,9.42,8.2
Annual Average 2017,CD,101,6,Financial District (CD1),8.62,9.41,9.04
Annual Average 2017,CD,102,6,Greenwich Village and Soho (CD2),8.4,9.46,9.04
Annual Average 2017,CD,103,6,Lower East Side and Chinatown (CD3),7.57,9.33,8.4
Annual Average 2017,CD,104,6,Clinton and Chelsea (CD4),8.26,10.43,9.36
Annual Average 2017,CD,105,6,Midtown (CD5),10.08,11.75,10.92
Annual Average 2017,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),8.42,10.89,9.77
Annual Average 2017,CD,107,6,Upper West Side (CD7),8.04,8.59,8.33
Annual Average 2017,CD,108,6,Upper East Side (CD8),8.03,9.57,8.87
Annual Average 2017,CD,109,6,Morningside Heights and Hamilton Heights (CD9),7.78,8.21,7.97
Annual Average 2017,CD,110,6,Central Harlem (CD10),7.71,8.06,7.88
Annual Average 2017,CD,111,6,East Harlem (CD11),7.82,8.36,8.09
Annual Average 2017,CD,112,6,Washington Heights and Inwood (CD12),7.24,8.62,7.77
Annual Average 2017,CD,201,6,Mott Haven and Melrose (CD1),7.92,9.43,8.54
Annual Average 2017,CD,202,6,Hunts Point and Longwood (CD2),7.22,9.68,8.49
Annual Average 2017,CD,203,6,Morrisania and Crotona (CD3),7.57,8.28,7.87
Annual Average 2017,CD,204,6,Highbridge and Concourse (CD4),7.93,8.7,8.25
Annual Average 2017,CD,205,6,Fordham and University Heights (CD5),7.87,8.92,8.3
Annual Average 2017,CD,206,6,Belmont and East Tremont (CD6),7.43,8.65,7.94
Annual Average 2017,CD,207,6,Kingsbridge Heights and Bedford (CD7),7.48,8.11,7.73
Annual Average 2017,CD,208,6,Riverdale and Fieldston (CD8),7.02,8.04,7.4
Annual Average 2017,CD,209,6,Parkchester and Soundview (CD9),6.85,8.34,7.62
Annual Average 2017,CD,210,6,Throgs Neck and Co-op City (CD10),6.81,8.43,7.51
Annual Average 2017,CD,211,6,Morris Park and Bronxdale (CD11),7.13,7.67,7.39
Annual Average 2017,CD,212,6,Williamsbridge and Baychester (CD12),7.07,8,7.37
Annual Average 2017,CD,301,6,Greenpoint and Williamsburg (CD1),8.25,10.06,9.06
Annual Average 2017,CD,302,6,Fort Greene and Brooklyn Heights (CD2),7.75,8.99,8.29
Annual Average 2017,CD,303,6,Bedford Stuyvesant (CD3),7.19,8.21,7.63
Annual Average 2017,CD,304,6,Bushwick (CD4),7.09,8.81,7.66
Annual Average 2017,CD,305,6,East New York and Starrett City (CD5),6.78,8.58,7.48
Annual Average 2017,CD,306,6,Park Slope and Carroll Gardens (CD6),7.59,9.37,8.38
Annual Average 2017,CD,307,6,Sunset Park (CD7),7.22,9.19,8.17
Annual Average 2017,CD,308,6,Crown Heights and Prospect Heights (CD8),7.27,7.89,7.54
Annual Average 2017,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),7.2,7.54,7.38
Annual Average 2017,CD,310,6,Bay Ridge and Dyker Heights (CD10),6.86,7.93,7.26
Annual Average 2017,CD,311,6,Bensonhurst (CD11),6.84,7.21,7
Annual Average 2017,CD,312,6,Borough Park (CD12),7.08,7.47,7.29
Annual Average 2017,CD,313,6,Coney Island (CD13),6.55,7.02,6.79
Annual Average 2017,CD,314,6,Flatbush and Midwood (CD14),6.98,7.59,7.25
Annual Average 2017,CD,315,6,Sheepshead Bay (CD15),6.54,7.2,6.85
Annual Average 2017,CD,316,6,Brownsville (CD16),7.15,8.58,7.62
Annual Average 2017,CD,317,6,East Flatbush (CD17),7.13,7.93,7.49
Annual Average 2017,CD,318,6,Flatlands and Canarsie (CD18),6.5,7.76,6.99
Annual Average 2017,CD,401,6,Long Island City and Astoria (CD1),6.81,8.41,7.69
Annual Average 2017,CD,402,6,Woodside and Sunnyside (CD2),7.74,10.31,8.93
Annual Average 2017,CD,403,6,Jackson Heights (CD3),6.92,7.49,7.18
Annual Average 2017,CD,404,6,Elmhurst and Corona (CD4),7.18,8.08,7.54
Annual Average 2017,CD,405,6,Ridgewood and Maspeth (CD5),6.82,9.25,7.67
Annual Average 2017,CD,406,6,Rego Park and Forest Hills (CD6),6.92,8.02,7.35
Annual Average 2017,CD,407,6,Flushing and Whitestone (CD7),6.76,8.18,7.3
Annual Average 2017,CD,408,6,Hillcrest and Fresh Meadows (CD8),6.78,7.45,7.05
Annual Average 2017,CD,409,6,Kew Gardens and Woodhaven (CD9),6.8,7.67,7.16
Annual Average 2017,CD,410,6,South Ozone Park and Howard Beach (CD10),6.47,7.24,6.79
Annual Average 2017,CD,411,6,Bayside and Little Neck (CD11),6.67,7.62,7.01
Annual Average 2017,CD,412,6,Jamaica and Hollis (CD12),6.68,7.56,7.08
Annual Average 2017,CD,413,6,Queens Village (CD13),6.52,7.11,6.77
Annual Average 2017,CD,414,6,Rockaway and Broad Channel (CD14),6.22,6.44,6.32
Annual Average 2017,CD,501,6,St. George and Stapleton (CD1),6.68,7.45,7.03
Annual Average 2017,CD,502,6,South Beach and Willowbrook (CD2),6.45,7.65,6.89
Annual Average 2017,CD,503,6,Tottenville and Great Kills (CD3),6.33,7.01,6.6
Annual Average 2017,UHF42,101,4,Kingsbridge - Riverdale,7.01,8.13,7.41
Annual Average 2017,UHF42,102,4,Northeast Bronx,7.07,8.34,7.46
Annual Average 2017,UHF42,103,4,Fordham - Bronx Pk,7.15,7.94,7.52
Annual Average 2017,UHF42,104,4,Pelham - Throgs Neck,6.84,8.25,7.52
Annual Average 2017,UHF42,105,4,Crotona -Tremont,7.61,8.76,8.16
Annual Average 2017,UHF42,106,4,High Bridge - Morrisania,7.76,8.69,8.16
Annual Average 2017,UHF42,107,4,Hunts Point - Mott Haven,6.77,9.56,8.26
Annual Average 2017,UHF42,201,4,Greenpoint,8.37,9.73,8.98
Annual Average 2017,UHF42,202,4,Downtown - Heights - Slope,7.68,9.24,8.35
Annual Average 2017,UHF42,203,4,Bedford Stuyvesant - Crown Heights,7.19,7.9,7.53
Annual Average 2017,UHF42,204,4,East New York,6.86,8.6,7.52
Annual Average 2017,UHF42,205,4,Sunset Park,7.14,9.15,8.09
Annual Average 2017,UHF42,206,4,Borough Park,7.05,7.5,7.27
Annual Average 2017,UHF42,207,4,East Flatbush - Flatbush,7.08,7.67,7.36
Annual Average 2017,UHF42,208,4,Canarsie - Flatlands,6.51,7.91,7.02
Annual Average 2017,UHF42,209,4,Bensonhurst - Bay Ridge,6.8,7.59,7.06
Annual Average 2017,UHF42,210,4,Coney Island - Sheepshead Bay,6.54,7.14,6.83
Annual Average 2017,UHF42,211,4,Williamsburg - Bushwick,7.2,9.98,8.22
Annual Average 2017,UHF42,301,4,Washington Heights,7.29,8.45,7.79
Annual Average 2017,UHF42,302,4,Central Harlem - Morningside Heights,7.73,8.15,7.93
Annual Average 2017,UHF42,303,4,East Harlem,7.82,8.38,8.11
Annual Average 2017,UHF42,304,4,Upper West Side,8.05,8.6,8.33
Annual Average 2017,UHF42,305,4,Upper East Side,8.02,9.5,8.85
Annual Average 2017,UHF42,306,4,Chelsea - Clinton,8.44,11.35,9.91
Annual Average 2017,UHF42,307,4,Gramercy Park - Murray Hill,9.1,11.37,10.33
Annual Average 2017,UHF42,308,4,Greenwich Village - SoHo,8.41,9.44,9.02
Annual Average 2017,UHF42,309,4,Union Square - Lower East Side,7.59,9.58,8.52
Annual Average 2017,UHF42,310,4,Lower Manhattan,8.61,9.33,9.01
Annual Average 2017,UHF42,401,4,Long Island City - Astoria,7.48,9.92,8.42
Annual Average 2017,UHF42,402,4,West Queens,7.06,9.83,7.93
Annual Average 2017,UHF42,403,4,Flushing - Clearview,6.77,8.14,7.27
Annual Average 2017,UHF42,404,4,Bayside - Little Neck,6.65,7.76,7.03
Annual Average 2017,UHF42,405,4,Ridgewood - Forest Hills,6.83,7.89,7.32
Annual Average 2017,UHF42,406,4,Fresh Meadows,6.75,7.53,7.05
Annual Average 2017,UHF42,407,4,Southwest Queens,6.53,7.42,6.94
Annual Average 2017,UHF42,408,4,Jamaica,6.7,7.54,7.08
Annual Average 2017,UHF42,409,4,Southeast Queens,6.52,7.01,6.75
Annual Average 2017,UHF42,410,4,Rockaways,6.22,6.44,6.32
Annual Average 2017,UHF42,501,4,Port Richmond,6.76,7.77,7.19
Annual Average 2017,UHF42,502,4,Stapleton - St. George,6.48,7.09,6.8
Annual Average 2017,UHF42,503,4,Willowbrook,6.48,8.2,7.05
Annual Average 2017,UHF42,504,4,South Beach - Tottenville,6.34,6.92,6.58
Annual Average 2017,UHF34,101,3,Kingsbridge - Riverdale,7.01,8.13,7.41
Annual Average 2017,UHF34,102,3,Northeast Bronx,7.07,8.34,7.46
Annual Average 2017,UHF34,103,3,Fordham - Bronx Park,7.15,7.94,7.52
Annual Average 2017,UHF34,104,3,Pelham - Throgs Neck,6.84,8.25,7.52
Annual Average 2017,UHF34,201,3,Greenpoint,8.37,9.73,8.98
Annual Average 2017,UHF34,202,3,Downtown - Heights - Slope,7.68,9.24,8.35
Annual Average 2017,UHF34,203,3,Bedford Stuyvesant - Crown Heights,7.19,7.9,7.53
Annual Average 2017,UHF34,204,3,East New York,6.86,8.6,7.52
Annual Average 2017,UHF34,205,3,Sunset Park,7.14,9.15,8.09
Annual Average 2017,UHF34,206,3,Borough Park,7.05,7.5,7.27
Annual Average 2017,UHF34,207,3,East Flatbush - Flatbush,7.08,7.67,7.36
Annual Average 2017,UHF34,208,3,Canarsie - Flatlands,6.51,7.91,7.02
Annual Average 2017,UHF34,209,3,Bensonhurst - Bay Ridge,6.8,7.59,7.06
Annual Average 2017,UHF34,210,3,Coney Island - Sheepshead Bay,6.54,7.14,6.83
Annual Average 2017,UHF34,211,3,Williamsburg - Bushwick,7.2,9.98,8.22
Annual Average 2017,UHF34,301,3,Washington Heights - Inwood,7.29,8.45,7.79
Annual Average 2017,UHF34,302,3,Central Harlem - Morningside Heights,7.73,8.15,7.93
Annual Average 2017,UHF34,303,3,East Harlem,7.82,8.38,8.11
Annual Average 2017,UHF34,304,3,Upper West Side,8.05,8.6,8.33
Annual Average 2017,UHF34,401,3,Long Island City - Astoria,7.48,9.92,8.42
Annual Average 2017,UHF34,402,3,West Queens,7.06,9.83,7.93
Annual Average 2017,UHF34,403,3,Flushing - Clearview,6.77,8.14,7.27
Annual Average 2017,UHF34,405,3,Ridgewood - Forest Hills,6.83,7.89,7.32
Annual Average 2017,UHF34,407,3,Southwest Queens,6.53,7.42,6.94
Annual Average 2017,UHF34,408,3,Jamaica,6.7,7.54,7.08
Annual Average 2017,UHF34,409,3,Southeast Queens,6.52,7.01,6.75
Annual Average 2017,UHF34,410,3,Rockaway,6.22,6.44,6.32
Annual Average 2017,UHF34,305307,3,Upper East Side - Gramercy,8.3,10.99,9.54
Annual Average 2017,UHF34,306308,3,Chelsea - Village,8.42,11.08,9.61
Annual Average 2017,UHF34,309310,3,"Union Square, Lower Manhattan",7.65,9.49,8.68
Annual Average 2017,UHF34,404406,3,Bayside - Meadows,6.68,7.61,7.04
Annual Average 2017,UHF34,501502,3,Northern SI,6.51,7.41,6.94
Annual Average 2017,UHF34,503504,3,Southern SI,6.36,7.4,6.76
Annual Average 2017,UHF34,105106107,3,South Bronx,7.51,9.08,8.2
Annual Average 2017,Borough,1,1,Bronx,7.05,8.58,7.72
Annual Average 2017,Borough,2,1,Brooklyn,6.7,8.71,7.52
Annual Average 2017,Borough,3,1,Manhattan,7.66,10.3,8.72
Annual Average 2017,Borough,4,1,Queens,6.54,7.99,7.19
Annual Average 2017,Borough,5,1,Staten Island,6.38,7.41,6.81
Annual Average 2017,Citywide,1,0,New York City,6.47,8.58,7.38
Summer 2017,CD,101,6,Financial District (CD1),10.13,10.95,10.53
Summer 2017,CD,102,6,Greenwich Village and Soho (CD2),10.22,11,10.66
Summer 2017,CD,103,6,Lower East Side and Chinatown (CD3),9.37,10.95,10.11
Summer 2017,CD,104,6,Clinton and Chelsea (CD4),10.16,11.94,11.02
Summer 2017,CD,105,6,Midtown (CD5),11.3,12.59,11.94
Summer 2017,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),10.08,12.02,11.13
Summer 2017,CD,107,6,Upper West Side (CD7),9.89,10.33,10.12
Summer 2017,CD,108,6,Upper East Side (CD8),9.69,10.97,10.42
Summer 2017,CD,109,6,Morningside Heights and Hamilton Heights (CD9),9.83,10.15,10
Summer 2017,CD,110,6,Central Harlem (CD10),9.7,9.98,9.85
Summer 2017,CD,111,6,East Harlem (CD11),9.78,10.29,10.04
Summer 2017,CD,112,6,Washington Heights and Inwood (CD12),9.36,10.69,9.85
Summer 2017,CD,201,6,Mott Haven and Melrose (CD1),9.86,11.43,10.52
Summer 2017,CD,202,6,Hunts Point and Longwood (CD2),9.12,11.64,10.41
Summer 2017,CD,203,6,Morrisania and Crotona (CD3),9.49,10.23,9.81
Summer 2017,CD,204,6,Highbridge and Concourse (CD4),9.87,10.7,10.22
Summer 2017,CD,205,6,Fordham and University Heights (CD5),9.76,10.9,10.24
Summer 2017,CD,206,6,Belmont and East Tremont (CD6),9.33,10.59,9.85
Summer 2017,CD,207,6,Kingsbridge Heights and Bedford (CD7),9.32,10,9.6
Summer 2017,CD,208,6,Riverdale and Fieldston (CD8),9.14,10.02,9.45
Summer 2017,CD,209,6,Parkchester and Soundview (CD9),8.67,10.17,9.43
Summer 2017,CD,210,6,Throgs Neck and Co-op City (CD10),8.5,10.18,9.24
Summer 2017,CD,211,6,Morris Park and Bronxdale (CD11),8.92,9.44,9.18
Summer 2017,CD,212,6,Williamsbridge and Baychester (CD12),8.89,9.78,9.2
Summer 2017,CD,301,6,Greenpoint and Williamsburg (CD1),10.03,11.8,10.85
Summer 2017,CD,302,6,Fort Greene and Brooklyn Heights (CD2),9.49,10.76,10.04
Summer 2017,CD,303,6,Bedford Stuyvesant (CD3),8.8,9.92,9.29
Summer 2017,CD,304,6,Bushwick (CD4),8.67,10.47,9.27
Summer 2017,CD,305,6,East New York and Starrett City (CD5),8.31,10.11,9
Summer 2017,CD,306,6,Park Slope and Carroll Gardens (CD6),9.34,11.21,10.18
Summer 2017,CD,307,6,Sunset Park (CD7),8.91,10.92,9.87
Summer 2017,CD,308,6,Crown Heights and Prospect Heights (CD8),8.85,9.57,9.17
Summer 2017,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),8.79,9.15,8.98
Summer 2017,CD,310,6,Bay Ridge and Dyker Heights (CD10),8.32,9.44,8.76
Summer 2017,CD,311,6,Bensonhurst (CD11),8.25,8.68,8.44
Summer 2017,CD,312,6,Borough Park (CD12),8.59,9.04,8.84
Summer 2017,CD,313,6,Coney Island (CD13),7.9,8.34,8.14
Summer 2017,CD,314,6,Flatbush and Midwood (CD14),8.46,9.16,8.76
Summer 2017,CD,315,6,Sheepshead Bay (CD15),7.95,8.62,8.25
Summer 2017,CD,316,6,Brownsville (CD16),8.7,10.13,9.18
Summer 2017,CD,317,6,East Flatbush (CD17),8.7,9.5,9.07
Summer 2017,CD,318,6,Flatlands and Canarsie (CD18),7.99,9.33,8.51
Summer 2017,CD,401,6,Long Island City and Astoria (CD1),8.74,10.25,9.52
Summer 2017,CD,402,6,Woodside and Sunnyside (CD2),9.41,12.11,10.68
Summer 2017,CD,403,6,Jackson Heights (CD3),8.63,9.16,8.81
Summer 2017,CD,404,6,Elmhurst and Corona (CD4),8.73,9.61,9.07
Summer 2017,CD,405,6,Ridgewood and Maspeth (CD5),8.4,10.93,9.26
Summer 2017,CD,406,6,Rego Park and Forest Hills (CD6),8.38,9.5,8.81
Summer 2017,CD,407,6,Flushing and Whitestone (CD7),8.38,9.83,8.92
Summer 2017,CD,408,6,Hillcrest and Fresh Meadows (CD8),8.34,9,8.59
Summer 2017,CD,409,6,Kew Gardens and Woodhaven (CD9),8.28,9.15,8.65
Summer 2017,CD,410,6,South Ozone Park and Howard Beach (CD10),7.97,8.74,8.29
Summer 2017,CD,411,6,Bayside and Little Neck (CD11),8.29,9.24,8.63
Summer 2017,CD,412,6,Jamaica and Hollis (CD12),8.24,9.08,8.62
Summer 2017,CD,413,6,Queens Village (CD13),8.1,8.68,8.36
Summer 2017,CD,414,6,Rockaway and Broad Channel (CD14),7.6,7.85,7.73
Summer 2017,CD,501,6,St. George and Stapleton (CD1),8.04,8.89,8.43
Summer 2017,CD,502,6,South Beach and Willowbrook (CD2),7.69,9.04,8.17
Summer 2017,CD,503,6,Tottenville and Great Kills (CD3),7.6,8.43,7.91
Summer 2017,UHF42,101,4,Kingsbridge - Riverdale,9.14,10.11,9.46
Summer 2017,UHF42,102,4,Northeast Bronx,8.86,10.09,9.25
Summer 2017,UHF42,103,4,Fordham - Bronx Pk,9.03,9.81,9.39
Summer 2017,UHF42,104,4,Pelham - Throgs Neck,8.58,10.04,9.29
Summer 2017,UHF42,105,4,Crotona -Tremont,9.51,10.72,10.09
Summer 2017,UHF42,106,4,High Bridge - Morrisania,9.7,10.71,10.13
Summer 2017,UHF42,107,4,Hunts Point - Mott Haven,8.66,11.53,10.2
Summer 2017,UHF42,201,4,Greenpoint,10.19,11.52,10.79
Summer 2017,UHF42,202,4,Downtown - Heights - Slope,9.47,11.06,10.12
Summer 2017,UHF42,203,4,Bedford Stuyvesant - Crown Heights,8.77,9.58,9.14
Summer 2017,UHF42,204,4,East New York,8.39,10.13,9.05
Summer 2017,UHF42,205,4,Sunset Park,8.82,10.88,9.75
Summer 2017,UHF42,206,4,Borough Park,8.53,9.09,8.8
Summer 2017,UHF42,207,4,East Flatbush - Flatbush,8.6,9.25,8.92
Summer 2017,UHF42,208,4,Canarsie - Flatlands,8,9.48,8.54
Summer 2017,UHF42,209,4,Bensonhurst - Bay Ridge,8.22,9.07,8.52
Summer 2017,UHF42,210,4,Coney Island - Sheepshead Bay,7.93,8.52,8.22
Summer 2017,UHF42,211,4,Williamsburg - Bushwick,8.79,11.69,9.87
Summer 2017,UHF42,301,4,Washington Heights,9.4,10.51,9.87
Summer 2017,UHF42,302,4,Central Harlem - Morningside Heights,9.72,10.12,9.91
Summer 2017,UHF42,303,4,East Harlem,9.78,10.3,10.05
Summer 2017,UHF42,304,4,Upper West Side,9.91,10.33,10.13
Summer 2017,UHF42,305,4,Upper East Side,9.69,10.91,10.4
Summer 2017,UHF42,306,4,Chelsea - Clinton,10.3,12.28,11.34
Summer 2017,UHF42,307,4,Gramercy Park - Murray Hill,10.61,12.24,11.53
Summer 2017,UHF42,308,4,Greenwich Village - SoHo,10.22,11.01,10.66
Summer 2017,UHF42,309,4,Union Square - Lower East Side,9.4,11.07,10.19
Summer 2017,UHF42,310,4,Lower Manhattan,10.12,10.85,10.48
Summer 2017,UHF42,401,4,Long Island City - Astoria,9.27,11.74,10.23
Summer 2017,UHF42,402,4,West Queens,8.69,11.57,9.58
Summer 2017,UHF42,403,4,Flushing - Clearview,8.38,9.79,8.88
Summer 2017,UHF42,404,4,Bayside - Little Neck,8.28,9.39,8.65
Summer 2017,UHF42,405,4,Ridgewood - Forest Hills,8.37,9.42,8.85
Summer 2017,UHF42,406,4,Fresh Meadows,8.31,9.11,8.61
Summer 2017,UHF42,407,4,Southwest Queens,8.02,8.91,8.43
Summer 2017,UHF42,408,4,Jamaica,8.26,9.07,8.62
Summer 2017,UHF42,409,4,Southeast Queens,8.1,8.6,8.35
Summer 2017,UHF42,410,4,Rockaways,7.6,7.85,7.74
Summer 2017,UHF42,501,4,Port Richmond,8.13,9.23,8.61
Summer 2017,UHF42,502,4,Stapleton - St. George,7.73,8.55,8.15
Summer 2017,UHF42,503,4,Willowbrook,7.72,9.6,8.35
Summer 2017,UHF42,504,4,South Beach - Tottenville,7.6,8.33,7.88
Summer 2017,UHF34,101,3,Kingsbridge - Riverdale,9.14,10.11,9.46
Summer 2017,UHF34,102,3,Northeast Bronx,8.86,10.09,9.25
Summer 2017,UHF34,103,3,Fordham - Bronx Park,9.03,9.81,9.39
Summer 2017,UHF34,104,3,Pelham - Throgs Neck,8.58,10.04,9.29
Summer 2017,UHF34,201,3,Greenpoint,10.19,11.52,10.79
Summer 2017,UHF34,202,3,Downtown - Heights - Slope,9.47,11.06,10.12
Summer 2017,UHF34,203,3,Bedford Stuyvesant - Crown Heights,8.77,9.58,9.14
Summer 2017,UHF34,204,3,East New York,8.39,10.13,9.05
Summer 2017,UHF34,205,3,Sunset Park,8.82,10.88,9.75
Summer 2017,UHF34,206,3,Borough Park,8.53,9.09,8.8
Summer 2017,UHF34,207,3,East Flatbush - Flatbush,8.6,9.25,8.92
Summer 2017,UHF34,208,3,Canarsie - Flatlands,8,9.48,8.54
Summer 2017,UHF34,209,3,Bensonhurst - Bay Ridge,8.22,9.07,8.52
Summer 2017,UHF34,210,3,Coney Island - Sheepshead Bay,7.93,8.52,8.22
Summer 2017,UHF34,211,3,Williamsburg - Bushwick,8.79,11.69,9.87
Summer 2017,UHF34,301,3,Washington Heights - Inwood,9.4,10.51,9.87
Summer 2017,UHF34,302,3,Central Harlem - Morningside Heights,9.72,10.12,9.91
Summer 2017,UHF34,303,3,East Harlem,9.78,10.3,10.05
Summer 2017,UHF34,304,3,Upper West Side,9.91,10.33,10.13
Summer 2017,UHF34,401,3,Long Island City - Astoria,9.27,11.74,10.23
Summer 2017,UHF34,402,3,West Queens,8.69,11.57,9.58
Summer 2017,UHF34,403,3,Flushing - Clearview,8.38,9.79,8.88
Summer 2017,UHF34,405,3,Ridgewood - Forest Hills,8.37,9.42,8.85
Summer 2017,UHF34,407,3,Southwest Queens,8.03,8.91,8.43
Summer 2017,UHF34,408,3,Jamaica,8.26,9.07,8.62
Summer 2017,UHF34,409,3,Southeast Queens,8.1,8.6,8.35
Summer 2017,UHF34,410,3,Rockaway,7.6,7.85,7.74
Summer 2017,UHF34,305307,3,Upper East Side - Gramercy,9.96,12,10.93
Summer 2017,UHF34,306308,3,Chelsea - Village,10.26,12.11,11.11
Summer 2017,UHF34,309310,3,"Union Square, Lower Manhattan",9.46,11.01,10.28
Summer 2017,UHF34,404406,3,Bayside - Meadows,8.29,9.21,8.64
Summer 2017,UHF34,501502,3,Northern SI,7.78,8.8,8.31
Summer 2017,UHF34,503504,3,Southern SI,7.62,8.76,8.06
Summer 2017,UHF34,105106107,3,South Bronx,9.42,11.05,10.15
Summer 2017,Borough,1,1,Bronx,8.87,10.49,9.58
Summer 2017,Borough,2,1,Brooklyn,8.15,10.46,9.09
Summer 2017,Borough,3,1,Manhattan,9.63,11.6,10.43
Summer 2017,Borough,4,1,Queens,8.08,9.66,8.78
Summer 2017,Borough,5,1,Staten Island,7.64,8.79,8.13
Summer 2017,Citywide,1,0,New York City,7.79,10.34,8.95
Winter 2016-17,CD,101,6,Financial District (CD1),8.72,9.46,9.11
Winter 2016-17,CD,102,6,Greenwich Village and Soho (CD2),8.51,9.54,9.16
Winter 2016-17,CD,103,6,Lower East Side and Chinatown (CD3),7.79,9.4,8.55
Winter 2016-17,CD,104,6,Clinton and Chelsea (CD4),8.43,10.53,9.5
Winter 2016-17,CD,105,6,Midtown (CD5),10.23,11.85,11.05
Winter 2016-17,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),8.61,11,9.92
Winter 2016-17,CD,107,6,Upper West Side (CD7),8.32,8.81,8.58
Winter 2016-17,CD,108,6,Upper East Side (CD8),8.39,9.78,9.15
