Time,GeoType,GeoID,GeoRank,Geography,10th percentile mcg/m3,90th percentile mcg/m3,Mean mcg/m3
Annual Average 2018,CD,212,6,Williamsbridge and Baychester (CD12),6.75,7.23,6.97
Annual Average 2018,CD,301,6,Greenpoint and Williamsburg (CD1),7.95,10.17,8.87
Annual Average 2018,CD,302,6,Fort Greene and Brooklyn Heights (CD2),7.49,8.03,7.75
Annual Average 2018,CD,303,6,Bedford Stuyvesant (CD3),7.01,7.93,7.38
Annual Average 2018,CD,304,6,Bushwick (CD4),6.86,8.8,7.51
Annual Average 2018,CD,305,6,East New York and Starrett City (CD5),6.53,7.53,7.02
Annual Average 2018,CD,306,6,Park Slope and Carroll Gardens (CD6),7.22,8.74,7.96
Annual Average 2018,CD,307,6,Sunset Park (CD7),6.83,8.71,7.77
Annual Average 2018,CD,308,6,Crown Heights and Prospect Heights (CD8),7.05,7.54,7.3
Annual Average 2018,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),6.97,7.27,7.13
Annual Average 2018,CD,310,6,Bay Ridge and Dyker Heights (CD10),6.49,7.17,6.79
Annual Average 2018,CD,311,6,Bensonhurst (CD11),6.56,6.92,6.72
Annual Average 2018,CD,312,6,Borough Park (CD12),6.81,7.21,7.06
Annual Average 2018,CD,313,6,Coney Island (CD13),6.26,6.74,6.53
Annual Average 2018,CD,314,6,Flatbush and Midwood (CD14),6.73,7.19,6.95
Annual Average 2018,CD,315,6,Sheepshead Bay (CD15),6.26,6.74,6.54
Annual Average 2018,CD,316,6,Brownsville (CD16),6.98,8.07,7.36
Annual Average 2018,CD,317,6,East Flatbush (CD17),6.84,7.42,7.13
Annual Average 2018,CD,318,6,Flatlands and Canarsie (CD18),6.2,7.37,6.66
Annual Average 2018,CD,401,6,Long Island City and Astoria (CD1),6.4,8.26,7.39
Annual Average 2018,CD,402,6,Woodside and Sunnyside (CD2),7.35,10.08,8.6
Annual Average 2018,CD,403,6,Jackson Heights (CD3),6.52,7.26,6.88
Annual Average 2018,CD,404,6,Elmhurst and Corona (CD4),6.92,7.32,7.16
Annual Average 2018,CD,405,6,Ridgewood and Maspeth (CD5),6.57,8.97,7.35
Annual Average 2018,CD,406,6,Rego Park and Forest Hills (CD6),6.69,7.31,6.95
Annual Average 2018,CD,407,6,Flushing and Whitestone (CD7),6.46,7.89,6.93
Annual Average 2018,CD,408,6,Hillcrest and Fresh Meadows (CD8),6.42,6.76,6.59
Annual Average 2018,CD,409,6,Kew Gardens and Woodhaven (CD9),6.57,7.05,6.79
Annual Average 2018,CD,410,6,South Ozone Park and Howard Beach (CD10),6.2,6.59,6.4
Annual Average 2018,CD,411,6,Bayside and Little Neck (CD11),6.37,6.62,6.48
Annual Average 2018,CD,412,6,Jamaica and Hollis (CD12),6.37,7.18,6.7
Annual Average 2018,CD,413,6,Queens Village (CD13),6.22,6.68,6.44
Annual Average 2018,CD,414,6,Rockaway and Broad Channel (CD14),5.93,6.2,6.06
Annual Average 2018,CD,501,6,St. George and Stapleton (CD1),6.28,7,6.58
Annual Average 2018,CD,502,6,South Beach and Willowbrook (CD2),6.09,7.15,6.49
Annual Average 2018,CD,503,6,Tottenville and Great Kills (CD3),5.94,6.37,6.19
Annual Average 2018,UHF42,101,4,Kingsbridge - Riverdale,6.61,7.47,6.95
Annual Average 2018,UHF42,102,4,Northeast Bronx,6.77,7.29,6.99
Annual Average 2018,UHF42,103,4,Fordham - Bronx Pk,6.86,7.56,7.19
Annual Average 2018,UHF42,104,4,Pelham - Throgs Neck,6.52,7.51,7
Annual Average 2018,UHF42,105,4,Crotona -Tremont,7.13,7.91,7.53
Annual Average 2018,UHF42,106,4,High Bridge - Morrisania,7.4,7.95,7.68
Annual Average 2018,UHF42,107,4,Hunts Point - Mott Haven,6.38,9.16,7.85
Annual Average 2018,UHF42,201,4,Greenpoint,7.97,9.58,8.72
Annual Average 2018,UHF42,202,4,Downtown - Heights - Slope,7.3,8.49,7.85
Annual Average 2018,UHF42,203,4,Bedford Stuyvesant - Crown Heights,6.98,7.59,7.27
Annual Average 2018,UHF42,204,4,East New York,6.59,7.54,7.06
Annual Average 2018,UHF42,205,4,Sunset Park,6.81,8.69,7.72
Annual Average 2018,UHF42,206,4,Borough Park,6.79,7.2,6.99
Annual Average 2018,UHF42,207,4,East Flatbush - Flatbush,6.76,7.29,7.04
Annual Average 2018,UHF42,208,4,Canarsie - Flatlands,6.2,7.52,6.7
Annual Average 2018,UHF42,209,4,Bensonhurst - Bay Ridge,6.46,6.88,6.67
Annual Average 2018,UHF42,210,4,Coney Island - Sheepshead Bay,6.27,6.75,6.55
Annual Average 2018,UHF42,211,4,Williamsburg - Bushwick,7.02,10.12,8.11
Annual Average 2018,UHF42,301,4,Washington Heights,6.92,7.83,7.32
Annual Average 2018,UHF42,302,4,Central Harlem - Morningside Heights,7.32,7.91,7.53
Annual Average 2018,UHF42,303,4,East Harlem,7.09,7.77,7.39
Annual Average 2018,UHF42,304,4,Upper West Side,7.91,8.43,8.16
Annual Average 2018,UHF42,305,4,Upper East Side,7.8,9.32,8.68
Annual Average 2018,UHF42,306,4,Chelsea - Clinton,8.14,12.03,9.97
Annual Average 2018,UHF42,307,4,Gramercy Park - Murray Hill,8.75,11.88,10.3
Annual Average 2018,UHF42,308,4,Greenwich Village - SoHo,8.11,9.2,8.79
Annual Average 2018,UHF42,309,4,Union Square - Lower East Side,7.22,9.41,8.14
Annual Average 2018,UHF42,310,4,Lower Manhattan,8.51,9.4,8.94
Annual Average 2018,UHF42,401,4,Long Island City - Astoria,7.18,9.66,8.16
Annual Average 2018,UHF42,402,4,West Queens,6.7,9.2,7.57
Annual Average 2018,UHF42,403,4,Flushing - Clearview,6.46,7.86,6.9
Annual Average 2018,UHF42,404,4,Bayside - Little Neck,6.36,6.63,6.48
Annual Average 2018,UHF42,405,4,Ridgewood - Forest Hills,6.57,7.33,6.99
Annual Average 2018,UHF42,406,4,Fresh Meadows,6.41,6.68,6.55
Annual Average 2018,UHF42,407,4,Southwest Queens,6.25,6.9,6.56
Annual Average 2018,UHF42,408,4,Jamaica,6.37,7.13,6.69
Annual Average 2018,UHF42,409,4,Southeast Queens,6.22,6.6,6.42
Annual Average 2018,UHF42,410,4,Rockaways,5.93,6.21,6.06
Annual Average 2018,UHF42,501,4,Port Richmond,6.33,7.44,6.78
Annual Average 2018,UHF42,502,4,Stapleton - St. George,6.16,6.6,6.36
Annual Average 2018,UHF42,503,4,Willowbrook,6.1,7.82,6.63
Annual Average 2018,UHF42,504,4,South Beach - Tottenville,5.95,6.28,6.18
Annual Average 2018,UHF34,101,3,Kingsbridge - Riverdale,6.61,7.47,6.95
Annual Average 2018,UHF34,102,3,Northeast Bronx,6.77,7.29,6.99
Annual Average 2018,UHF34,103,3,Fordham - Bronx Park,6.86,7.56,7.19
Annual Average 2018,UHF34,104,3,Pelham - Throgs Neck,6.52,7.51,7
Annual Average 2018,UHF34,201,3,Greenpoint,7.97,9.58,8.72
Annual Average 2018,UHF34,202,3,Downtown - Heights - Slope,7.3,8.49,7.85
Annual Average 2018,UHF34,203,3,Bedford Stuyvesant - Crown Heights,6.98,7.59,7.27
Annual Average 2018,UHF34,204,3,East New York,6.59,7.54,7.06
Annual Average 2018,UHF34,205,3,Sunset Park,6.81,8.69,7.72
Annual Average 2018,UHF34,206,3,Borough Park,6.79,7.2,6.99
Annual Average 2018,UHF34,207,3,East Flatbush - Flatbush,6.76,7.29,7.04
Annual Average 2018,UHF34,208,3,Canarsie - Flatlands,6.2,7.52,6.7
Annual Average 2018,UHF34,209,3,Bensonhurst - Bay Ridge,6.46,6.88,6.67
Annual Average 2018,UHF34,210,3,Coney Island - Sheepshead Bay,6.27,6.75,6.55
Annual Average 2018,UHF34,211,3,Williamsburg - Bushwick,7.02,10.12,8.11
Annual Average 2018,UHF34,301,3,Washington Heights - Inwood,6.92,7.82,7.32
Annual Average 2018,UHF34,302,3,Central Harlem - Morningside Heights,7.32,7.91,7.53
Annual Average 2018,UHF34,303,3,East Harlem,7.09,7.77,7.39
Annual Average 2018,UHF34,304,3,Upper West Side,7.91,8.43,8.16
Annual Average 2018,UHF34,401,3,Long Island City - Astoria,7.18,9.66,8.16
Annual Average 2018,UHF34,402,3,West Queens,6.7,9.2,7.57
Annual Average 2018,UHF34,403,3,Flushing - Clearview,6.46,7.86,6.9
Annual Average 2018,UHF34,405,3,Ridgewood - Forest Hills,6.57,7.33,6.99
Annual Average 2018,UHF34,407,3,Southwest Queens,6.25,6.9,6.56
Annual Average 2018,UHF34,408,3,Jamaica,6.37,7.13,6.69
Annual Average 2018,UHF34,409,3,Southeast Queens,6.22,6.6,6.42
Annual Average 2018,UHF34,410,3,Rockaway,5.93,6.21,6.06
Annual Average 2018,UHF34,305307,3,Upper East Side - Gramercy,8.1,11.32,9.44
Annual Average 2018,UHF34,306308,3,Chelsea - Village,8.13,11.71,9.58
Annual Average 2018,UHF34,309310,3,"Union Square, Lower Manhattan",7.27,9.4,8.39
Annual Average 2018,UHF34,404406,3,Bayside - Meadows,6.38,6.66,6.51
Annual Average 2018,UHF34,501502,3,Northern SI,6.19,6.89,6.51
Annual Average 2018,UHF34,503504,3,Southern SI,5.97,6.83,6.35
Annual Average 2018,UHF34,105106107,3,South Bronx,7.08,8.56,7.7
Annual Average 2018,Borough,1,1,Bronx,6.63,7.85,7.25
Annual Average 2018,Borough,2,1,Brooklyn,6.43,8.27,7.19
Annual Average 2018,Borough,3,1,Manhattan,7.23,10.33,8.46
Annual Average 2018,Borough,4,1,Queens,6.24,7.56,6.82
Annual Average 2018,Borough,5,1,Staten Island,5.99,6.87,6.4
Annual Average 2018,Citywide,1,0,New York City,6.13,8.12,7
Summer 2018,CD,101,6,Financial District (CD1),9.66,10.54,10.11
Summer 2018,CD,102,6,Greenwich Village and Soho (CD2),9.17,10.58,10.01
Summer 2018,CD,103,6,Lower East Side and Chinatown (CD3),8.29,9.92,9.04
Summer 2018,CD,104,6,Clinton and Chelsea (CD4),9.1,11.82,10.35
Summer 2018,CD,105,6,Midtown (CD5),11.74,13.91,12.85
Summer 2018,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),9.19,12.31,10.77
Summer 2018,CD,107,6,Upper West Side (CD7),9.23,9.7,9.48
Summer 2018,CD,108,6,Upper East Side (CD8),9.05,10.73,10.06
Summer 2018,CD,109,6,Morningside Heights and Hamilton Heights (CD9),8.54,9.37,8.87
Summer 2018,CD,110,6,Central Harlem (CD10),8.72,9.21,8.88
Summer 2018,CD,111,6,East Harlem (CD11),8.42,9.08,8.73
Summer 2018,CD,112,6,Washington Heights and Inwood (CD12),8.22,9.16,8.65
Summer 2018,CD,201,6,Mott Haven and Melrose (CD1),8.89,10.28,9.41
Summer 2018,CD,202,6,Hunts Point and Longwood (CD2),8.29,10.77,9.5
Summer 2018,CD,203,6,Morrisania and Crotona (CD3),8.66,9.07,8.84
Summer 2018,CD,204,6,Highbridge and Concourse (CD4),8.82,9.33,9.1
Summer 2018,CD,205,6,Fordham and University Heights (CD5),8.81,9.29,9.04
Summer 2018,CD,206,6,Belmont and East Tremont (CD6),8.38,9.11,8.73
Summer 2018,CD,207,6,Kingsbridge Heights and Bedford (CD7),8.51,8.97,8.75
Summer 2018,CD,208,6,Riverdale and Fieldston (CD8),7.89,8.75,8.26
Summer 2018,CD,209,6,Parkchester and Soundview (CD9),7.94,9.01,8.5
Summer 2018,CD,210,6,Throgs Neck and Co-op City (CD10),7.89,8.82,8.26
Summer 2018,CD,211,6,Morris Park and Bronxdale (CD11),8.17,8.83,8.46
Summer 2018,CD,212,6,Williamsbridge and Baychester (CD12),8.06,8.55,8.29
Summer 2018,CD,301,6,Greenpoint and Williamsburg (CD1),9.09,11.36,10.01
Summer 2018,CD,302,6,Fort Greene and Brooklyn Heights (CD2),8.55,9.1,8.82
Summer 2018,CD,303,6,Bedford Stuyvesant (CD3),8.23,9.08,8.55
Summer 2018,CD,304,6,Bushwick (CD4),8.13,10.01,8.75
Summer 2018,CD,305,6,East New York and Starrett City (CD5),7.9,8.86,8.38
Summer 2018,CD,306,6,Park Slope and Carroll Gardens (CD6),8.27,9.76,9
Summer 2018,CD,307,6,Sunset Park (CD7),7.91,9.73,8.82
Summer 2018,CD,308,6,Crown Heights and Prospect Heights (CD8),8.28,8.66,8.47
Summer 2018,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),8.18,8.45,8.32
Summer 2018,CD,310,6,Bay Ridge and Dyker Heights (CD10),7.62,8.27,7.89
Summer 2018,CD,311,6,Bensonhurst (CD11),7.74,8.1,7.93
Summer 2018,CD,312,6,Borough Park (CD12),8.03,8.37,8.22
Summer 2018,CD,313,6,Coney Island (CD13),7.54,8.07,7.83
Summer 2018,CD,314,6,Flatbush and Midwood (CD14),7.99,8.36,8.18
Summer 2018,CD,315,6,Sheepshead Bay (CD15),7.65,8.03,7.88
Summer 2018,CD,316,6,Brownsville (CD16),8.23,9.37,8.63
Summer 2018,CD,317,6,East Flatbush (CD17),8.06,8.68,8.36
Summer 2018,CD,318,6,Flatlands and Canarsie (CD18),7.6,8.65,8.01
Summer 2018,CD,401,6,Long Island City and Astoria (CD1),7.77,9.54,8.71
Summer 2018,CD,402,6,Woodside and Sunnyside (CD2),8.63,11.29,9.84
Summer 2018,CD,403,6,Jackson Heights (CD3),7.89,8.64,8.25
Summer 2018,CD,404,6,Elmhurst and Corona (CD4),8.29,8.69,8.53
Summer 2018,CD,405,6,Ridgewood and Maspeth (CD5),7.9,10.21,8.65
Summer 2018,CD,406,6,Rego Park and Forest Hills (CD6),8.1,8.72,8.36
Summer 2018,CD,407,6,Flushing and Whitestone (CD7),7.93,9.32,8.38
Summer 2018,CD,408,6,Hillcrest and Fresh Meadows (CD8),7.93,8.24,8.08
Summer 2018,CD,409,6,Kew Gardens and Woodhaven (CD9),7.98,8.53,8.23
Summer 2018,CD,410,6,South Ozone Park and Howard Beach (CD10),7.69,8.05,7.88
Summer 2018,CD,411,6,Bayside and Little Neck (CD11),7.91,8.11,8
Summer 2018,CD,412,6,Jamaica and Hollis (CD12),7.96,8.72,8.28
Summer 2018,CD,413,6,Queens Village (CD13),7.88,8.32,8.07
Summer 2018,CD,414,6,Rockaway and Broad Channel (CD14),7.43,7.99,7.75
Summer 2018,CD,501,6,St. George and Stapleton (CD1),7.36,8.06,7.65
Summer 2018,CD,502,6,South Beach and Willowbrook (CD2),7.23,8.23,7.62
Summer 2018,CD,503,6,Tottenville and Great Kills (CD3),7.12,7.49,7.36
Summer 2018,UHF42,101,4,Kingsbridge - Riverdale,7.89,8.77,8.25
Summer 2018,UHF42,102,4,Northeast Bronx,8.12,8.62,8.33
Summer 2018,UHF42,103,4,Fordham - Bronx Pk,8.19,8.95,8.55
Summer 2018,UHF42,104,4,Pelham - Throgs Neck,7.92,8.9,8.39
Summer 2018,UHF42,105,4,Crotona -Tremont,8.5,9.25,8.89
Summer 2018,UHF42,106,4,High Bridge - Morrisania,8.79,9.31,9.06
Summer 2018,UHF42,107,4,Hunts Point - Mott Haven,7.77,10.53,9.23
Summer 2018,UHF42,201,4,Greenpoint,9.08,10.75,9.85
Summer 2018,UHF42,202,4,Downtown - Heights - Slope,8.36,9.52,8.91
Summer 2018,UHF42,203,4,Bedford Stuyvesant - Crown Heights,8.23,8.76,8.48
Summer 2018,UHF42,204,4,East New York,7.96,8.87,8.41
Summer 2018,UHF42,205,4,Sunset Park,7.89,9.71,8.78
Summer 2018,UHF42,206,4,Borough Park,8.01,8.35,8.17
Summer 2018,UHF42,207,4,East Flatbush - Flatbush,8.01,8.49,8.26
Summer 2018,UHF42,208,4,Canarsie - Flatlands,7.6,8.82,8.05
Summer 2018,UHF42,209,4,Bensonhurst - Bay Ridge,7.63,7.99,7.83
Summer 2018,UHF42,210,4,Coney Island - Sheepshead Bay,7.6,8.05,7.87
Summer 2018,UHF42,211,4,Williamsburg - Bushwick,8.26,11.31,9.31
Summer 2018,UHF42,301,4,Washington Heights,8.26,9.08,8.65
Summer 2018,UHF42,302,4,Central Harlem - Morningside Heights,8.69,9.3,8.9
Summer 2018,UHF42,303,4,East Harlem,8.4,9.11,8.72
Summer 2018,UHF42,304,4,Upper West Side,9.22,9.71,9.48
Summer 2018,UHF42,305,4,Upper East Side,9.04,10.68,10.03
Summer 2018,UHF42,306,4,Chelsea - Clinton,9.26,13.46,11.25
Summer 2018,UHF42,307,4,Gramercy Park - Murray Hill,10,13.33,11.64
Summer 2018,UHF42,308,4,Greenwich Village - SoHo,9.18,10.36,9.91
Summer 2018,UHF42,309,4,Union Square - Lower East Side,8.31,10.63,9.28
Summer 2018,UHF42,310,4,Lower Manhattan,9.61,10.57,10.07
Summer 2018,UHF42,401,4,Long Island City - Astoria,8.5,10.87,9.43
Summer 2018,UHF42,402,4,West Queens,8.07,10.41,8.89
Summer 2018,UHF42,403,4,Flushing - Clearview,7.93,9.28,8.35
Summer 2018,UHF42,404,4,Bayside - Little Neck,7.91,8.12,8
Summer 2018,UHF42,405,4,Ridgewood - Forest Hills,7.91,8.67,8.33
Summer 2018,UHF42,406,4,Fresh Meadows,7.88,8.15,8.02
Summer 2018,UHF42,407,4,Southwest Queens,7.73,8.34,8.02
Summer 2018,UHF42,408,4,Jamaica,7.95,8.68,8.25
Summer 2018,UHF42,409,4,Southeast Queens,7.89,8.25,8.05
Summer 2018,UHF42,410,4,Rockaways,7.46,7.99,7.76
Summer 2018,UHF42,501,4,Port Richmond,7.4,8.5,7.84
Summer 2018,UHF42,502,4,Stapleton - St. George,7.31,7.66,7.46
Summer 2018,UHF42,503,4,Willowbrook,7.24,8.89,7.74
Summer 2018,UHF42,504,4,South Beach - Tottenville,7.12,7.41,7.35
Summer 2018,UHF34,101,3,Kingsbridge - Riverdale,7.89,8.77,8.25
Summer 2018,UHF34,102,3,Northeast Bronx,8.12,8.62,8.33
Summer 2018,UHF34,103,3,Fordham - Bronx Park,8.19,8.95,8.55
Summer 2018,UHF34,104,3,Pelham - Throgs Neck,7.92,8.9,8.39
Summer 2018,UHF34,201,3,Greenpoint,9.08,10.75,9.85
Summer 2018,UHF34,202,3,Downtown - Heights - Slope,8.36,9.52,8.91
Summer 2018,UHF34,203,3,Bedford Stuyvesant - Crown Heights,8.23,8.76,8.48
Summer 2018,UHF34,204,3,East New York,7.96,8.87,8.41
Summer 2018,UHF34,205,3,Sunset Park,7.89,9.71,8.78
Summer 2018,UHF34,206,3,Borough Park,8.01,8.35,8.17
Summer 2018,UHF34,207,3,East Flatbush - Flatbush,8.01,8.49,8.26
Summer 2018,UHF34,208,3,Canarsie - Flatlands,7.6,8.82,8.05
Summer 2018,UHF34,209,3,Bensonhurst - Bay Ridge,7.63,7.99,7.83
Summer 2018,UHF34,210,3,Coney Island - Sheepshead Bay,7.6,8.05,7.87
Summer 2018,UHF34,211,3,Williamsburg - Bushwick,8.26,11.31,9.31
Summer 2018,UHF34,301,3,Washington Heights - Inwood,8.26,9.08,8.65
Summer 2018,UHF34,302,3,Central Harlem - Morningside Heights,8.69,9.3,8.9
Summer 2018,UHF34,303,3,East Harlem,8.4,9.11,8.72
Summer 2018,UHF34,304,3,Upper West Side,9.22,9.71,9.48
Summer 2018,UHF34,401,3,Long Island City - Astoria,8.5,10.87,9.43
Summer 2018,UHF34,402,3,West Queens,8.07,10.41,8.89
Summer 2018,UHF34,403,3,Flushing - Clearview,7.93,9.28,8.35
Summer 2018,UHF34,405,3,Ridgewood - Forest Hills,7.91,8.67,8.33
Summer 2018,UHF34,407,3,Southwest Queens,7.73,8.34,8.02
Summer 2018,UHF34,408,3,Jamaica,7.95,8.68,8.25
Summer 2018,UHF34,409,3,Southeast Queens,7.89,8.25,8.05
Summer 2018,UHF34,410,3,Rockaway,7.46,7.99,7.76
Summer 2018,UHF34,305307,3,Upper East Side - Gramercy,9.42,12.72,10.79
Summer 2018,UHF34,306308,3,Chelsea - Village,9.23,13.12,10.8
Summer 2018,UHF34,309310,3,"Union Square, Lower Manhattan",8.37,10.59,9.53
Summer 2018,UHF34,404406,3,Bayside - Meadows,7.9,8.13,8.01
Summer 2018,UHF34,501502,3,Northern SI,7.33,7.95,7.6
Summer 2018,UHF34,503504,3,Southern SI,7.14,7.94,7.5
Summer 2018,UHF34,105106107,3,South Bronx,8.46,9.93,9.08
Summer 2018,Borough,1,1,Bronx,7.98,9.21,8.61
Summer 2018,Borough,2,1,Brooklyn,7.74,9.4,8.41
Summer 2018,Borough,3,1,Manhattan,8.53,11.65,9.74
Summer 2018,Borough,4,1,Queens,7.85,8.9,8.3
Summer 2018,Borough,5,1,Staten Island,7.15,7.95,7.53
Summer 2018,Citywide,1,0,New York City,7.34,9.36,8.32
Winter 2017-18,CD,101,6,Financial District (CD1),10.06,10.81,10.45
Winter 2017-18,CD,102,6,Greenwich Village and Soho (CD2),9.56,10.7,10.27
Winter 2017-18,CD,103,6,Lower East Side and Chinatown (CD3),8.65,10.2,9.36
Winter 2017-18,CD,104,6,Clinton and Chelsea (CD4),9.35,11.73,10.42
Winter 2017-18,CD,105,6,Midtown (CD5),11.62,13.56,12.61
Winter 2017-18,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),9.36,12.08,10.74
Winter 2017-18,CD,107,6,Upper West Side (CD7),8.94,9.56,9.22
Winter 2017-18,CD,108,6,Upper East Side (CD8),8.96,10.5,9.77
Winter 2017-18,CD,109,6,Morningside Heights and Hamilton Heights (CD9),8.14,8.93,8.43
Winter 2017-18,CD,110,6,Central Harlem (CD10),8.21,8.73,8.39
Winter 2017-18,CD,111,6,East Harlem (CD11),8.09,8.73,8.36
Winter 2017-18,CD,112,6,Washington Heights and Inwood (CD12),7.83,9.08,8.3
Winter 2017-18,CD,201,6,Mott Haven and Melrose (CD1),8.4,9.86,8.97
Winter 2017-18,CD,202,6,Hunts Point and Longwood (CD2),7.84,10.33,9.05
Winter 2017-18,CD,203,6,Morrisania and Crotona (CD3),8.16,8.59,8.37
Winter 2017-18,CD,204,6,Highbridge and Concourse (CD4),8.38,8.96,8.65
Winter 2017-18,CD,205,6,Fordham and University Heights (CD5),8.41,9.02,8.66
Winter 2017-18,CD,206,6,Belmont and East Tremont (CD6),7.99,8.77,8.37
Winter 2017-18,CD,207,6,Kingsbridge Heights and Bedford (CD7),8.2,8.6,8.39
Winter 2017-18,CD,208,6,Riverdale and Fieldston (CD8),7.67,8.46,8
Winter 2017-18,CD,209,6,Parkchester and Soundview (CD9),7.49,8.66,8.12
Winter 2017-18,CD,210,6,Throgs Neck and Co-op City (CD10),7.59,8.53,7.99
Winter 2017-18,CD,211,6,Morris Park and Bronxdale (CD11),7.89,8.5,8.14
Winter 2017-18,CD,212,6,Williamsbridge and Baychester (CD12),7.89,8.43,8.1
Winter 2017-18,CD,301,6,Greenpoint and Williamsburg (CD1),9.34,11.46,10.22
Winter 2017-18,CD,302,6,Fort Greene and Brooklyn Heights (CD2),9,9.55,9.27
Winter 2017-18,CD,303,6,Bedford Stuyvesant (CD3),8.31,9.33,8.74
Winter 2017-18,CD,304,6,Bushwick (CD4),8.09,10.1,8.77
Winter 2017-18,CD,305,6,East New York and Starrett City (CD5),7.66,8.72,8.18
Winter 2017-18,CD,306,6,Park Slope and Carroll Gardens (CD6),8.74,10.31,9.5
Winter 2017-18,CD,307,6,Sunset Park (CD7),8.33,10.3,9.3
Winter 2017-18,CD,308,6,Crown Heights and Prospect Heights (CD8),8.37,9,8.69
Winter 2017-18,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),8.31,8.67,8.51
Winter 2017-18,CD,310,6,Bay Ridge and Dyker Heights (CD10),7.95,8.66,8.27
Winter 2017-18,CD,311,6,Bensonhurst (CD11),7.93,8.32,8.11
Winter 2017-18,CD,312,6,Borough Park (CD12),8.17,8.65,8.48
Winter 2017-18,CD,313,6,Coney Island (CD13),7.57,8.02,7.82
Winter 2017-18,CD,314,6,Flatbush and Midwood (CD14),8.04,8.6,8.32
Winter 2017-18,CD,315,6,Sheepshead Bay (CD15),7.45,8.03,7.79
Winter 2017-18,CD,316,6,Brownsville (CD16),8.24,9.31,8.62
Winter 2017-18,CD,317,6,East Flatbush (CD17),8.17,8.72,8.45
Winter 2017-18,CD,318,6,Flatlands and Canarsie (CD18),7.35,8.63,7.87
Winter 2017-18,CD,401,6,Long Island City and Astoria (CD1),7.34,9.37,8.43
Winter 2017-18,CD,402,6,Woodside and Sunnyside (CD2),8.5,11.3,9.8
Winter 2017-18,CD,403,6,Jackson Heights (CD3),7.54,8.29,7.91
Winter 2017-18,CD,404,6,Elmhurst and Corona (CD4),7.96,8.41,8.23
Winter 2017-18,CD,405,6,Ridgewood and Maspeth (CD5),7.69,10.19,8.51
Winter 2017-18,CD,406,6,Rego Park and Forest Hills (CD6),7.74,8.37,8.02
Winter 2017-18,CD,407,6,Flushing and Whitestone (CD7),7.49,8.9,7.96
Winter 2017-18,CD,408,6,Hillcrest and Fresh Meadows (CD8),7.47,7.82,7.64
Winter 2017-18,CD,409,6,Kew Gardens and Woodhaven (CD9),7.64,8.11,7.86
Winter 2017-18,CD,410,6,South Ozone Park and Howard Beach (CD10),7.24,7.68,7.46
Winter 2017-18,CD,411,6,Bayside and Little Neck (CD11),7.43,7.76,7.56
Winter 2017-18,CD,412,6,Jamaica and Hollis (CD12),7.38,8.21,7.72
Winter 2017-18,CD,413,6,Queens Village (CD13),7.21,7.69,7.47
Winter 2017-18,CD,414,6,Rockaway and Broad Channel (CD14),6.91,7.12,7
Winter 2017-18,CD,501,6,St. George and Stapleton (CD1),7.7,8.38,8.02
Winter 2017-18,CD,502,6,South Beach and Willowbrook (CD2),7.45,8.52,7.87
Winter 2017-18,CD,503,6,Tottenville and Great Kills (CD3),7.33,7.81,7.58
Winter 2017-18,UHF42,101,4,Kingsbridge - Riverdale,7.67,8.54,8
Winter 2017-18,UHF42,102,4,Northeast Bronx,7.89,8.49,8.13
Winter 2017-18,UHF42,103,4,Fordham - Bronx Pk,7.95,8.55,8.22
Winter 2017-18,UHF42,104,4,Pelham - Throgs Neck,7.59,8.56,8.06
Winter 2017-18,UHF42,105,4,Crotona -Tremont,8.13,8.93,8.52
Winter 2017-18,UHF42,106,4,High Bridge - Morrisania,8.29,8.92,8.59
Winter 2017-18,UHF42,107,4,Hunts Point - Mott Haven,7.33,10.1,8.78
Winter 2017-18,UHF42,201,4,Greenpoint,9.37,10.89,10.07
Winter 2017-18,UHF42,202,4,Downtown - Heights - Slope,8.81,10.04,9.38
Winter 2017-18,UHF42,203,4,Bedford Stuyvesant - Crown Heights,8.26,9.03,8.61
Winter 2017-18,UHF42,204,4,East New York,7.72,8.73,8.23
Winter 2017-18,UHF42,205,4,Sunset Park,8.3,10.27,9.25
Winter 2017-18,UHF42,206,4,Borough Park,8.14,8.64,8.4
Winter 2017-18,UHF42,207,4,East Flatbush - Flatbush,8.08,8.66,8.39
Winter 2017-18,UHF42,208,4,Canarsie - Flatlands,7.36,8.76,7.9
Winter 2017-18,UHF42,209,4,Bensonhurst - Bay Ridge,7.87,8.37,8.1
Winter 2017-18,UHF42,210,4,Coney Island - Sheepshead Bay,7.53,8.05,7.81
Winter 2017-18,UHF42,211,4,Williamsburg - Bushwick,8.29,11.41,9.42
Winter 2017-18,UHF42,301,4,Washington Heights,7.87,8.92,8.29
Winter 2017-18,UHF42,302,4,Central Harlem - Morningside Heights,8.21,8.82,8.44
Winter 2017-18,UHF42,303,4,East Harlem,8.08,8.77,8.36
Winter 2017-18,UHF42,304,4,Upper West Side,8.92,9.57,9.21
Winter 2017-18,UHF42,305,4,Upper East Side,8.95,10.44,9.75
Winter 2017-18,UHF42,306,4,Chelsea - Clinton,9.49,13.17,11.21
Winter 2017-18,UHF42,307,4,Gramercy Park - Murray Hill,10.02,13.02,11.5
